iter	Passed	Remaining
1664	50689	10198
1665	50714	10167
1666	50719	10131
1667	50724	10096
1668	50736	10062
1669	50747	10027
1670	50752	9992
1671	50757	9957
1672	50786	9926
1673	50798	9892
1674	50805	9857
1675	50813	9823
1676	50818	9787
1677	50823	9752
1678	50833	9718
1679	50839	9683
1680	50844	9648
1681	50848	9613
1682	50868	9581
1683	50876	9546
1684	50884	9512
1685	50896	9479
1686	50908	9445
1687	50920	9411
1688	50932	9378
1689	50945	9344
1690	50956	9311
1691	50963	9276
1692	50966	9242
1693	50978	9208
1694	50987	9174
1695	51003	9142
1696	51015	9108
1697	51031	9076
1698	51039	9042
1699	51045	9008
1700	51054	8974
1701	51064	8940
1702	51080	8908
1703	51094	8875
1704	51102	8841
1705	51158	8816
1706	51203	8788
1707	51275	8766
1708	51427	8756
1709	51433	8722
1710	51438	8688
1711	51443	8654
1712	51450	8620
1713	51455	8585
1714	51459	8551
1715	51496	8522
1716	51507	8489
1717	51516	8456
1718	51523	8422
1719	51538	8389
1720	51550	8357
1721	51571	8325
1722	51595	8294
1723	51603	8261
1724	51619	8229
1725	51662	8201
1726	51677	8169
1727	51681	8135
1728	51687	8101
1729	51698	8068
1730	51705	8035
1731	51719	8002
1732	51852	7988
1733	51968	7972
1734	52027	7946
1735	52043	7914
1736	52050	7880
1737	52071	7849
1738	52092	7818
1739	52105	7785
1740	52120	7753
1741	52127	7720
1742	52181	7693
1743	52190	7660
1744	52199	7628
1745	52207	7594
1746	52215	7561
1747	52256	7533
1748	52266	7500
1749	52274	7467
1750	52282	7434
1751	52288	7401
1752	52296	7368
1753	52320	7337
1754	52347	7307
1755	52401	7281
1756	52572	7270
1757	52580	7238
1758	52637	7211
1759	52649	7179
1760	52683	7150
1761	52703	7118
1762	52810	7099
1763	52819	7066
1764	52827	7033
1765	52835	7000
1766	52844	6968
1767	52850	6935
1768	52858	6902
1769	52865	6869
1770	52874	6836
1771	52909	6807
1772	53103	6798
1773	53116	6766
1774	53160	6738
1775	53171	6706
1776	53191	6675
1777	53195	6641
1778	53207	6609
1779	53213	6576
1780	53222	6544
1781	53233	6512
1782	53257	6481
1783	53280	6451
1784	53293	6419
1785	53303	6386
1786	53313	6354
1787	53324	6322
1788	53368	6294
1789	53389	6263
1790	53406	6232
1791	53509	6210
1792	53637	6192
1793	53672	6163
1794	53680	6130
1795	53693	6098
1796	53699	6066
1797	53711	6034
1798	53720	6002
1799	53736	5970
1800	53766	5940
1801	53780	5909
1802	53787	5876
1803	53801	5845
1804	54053	5839
1805	54104	5811
1806	54111	5779
1807	54125	5747
1808	54139	5716
1809	54216	5691
1810	54235	5660
1811	54239	5627
1812	54245	5595
1813	54262	5563
1814	54277	5532
1815	54290	5500
1816	54294	5468
1817	54332	5439
1818	54355	5408
1819	54368	5377
1820	54640	5371
1821	54704	5344
1822	54713	5312
1823	54718	5279
1824	54726	5247
1825	54733	5215
1826	54738	5183
1827	54746	5151
1828	54799	5123
1829	54821	5092
1830	54834	5061
1831	54841	5029
1832	54847	4996
1833	54853	4964
1834	54857	4932
1835	54863	4900
1836	54871	4868
1837	54881	4837
1838	54889	4805
1839	54900	4773
1840	54906	4742
1841	54917	4710
1842	54927	4679
1843	54935	4647
1844	54940	4615
1845	54951	4584
1846	54958	4552
1847	54964	4520
1848	54972	4489
1849	54983	4458
1850	55052	4431
1851	55060	4400
1852	55161	4376
1853	55213	4347
1854	55218	4316
1855	55223	4284
1856	55231	4253
1857	55241	4221
1858	55249	4190
1859	55286	4161
1860	55319	4131
1861	55331	4100
1862	55367	4071
1863	55404	4042
1864	55409	4010
1865	55415	3979
1866	55423	3948
1867	55432	3917
1868	55438	3885
1869	55601	3865
1870	55611	3834
1871	55639	3804
1872	55643	3772
1873	55655	3742
1874	55662	3710
1875	55671	3679
1876	55676	3648
1877	55692	3617
1878	55701	3586
1879	55710	3555
1880	55715	3524
1881	55719	3493
1882	55727	3462
1883	55734	3431
1884	55743	3400
1885	55749	3369
1886	55762	3339
1887	55773	3308
1888	55789	3278
1889	55814	3248
1890	55828	3218
1891	55844	3187
1892	55855	3157
1893	55881	3127
1894	55894	3097
1895	55899	3066
1896	55908	3035
1897	55921	3005
1898	55929	2974
1899	56079	2951
1900	56139	2923
1901	56145	2892
1902	56198	2864
1903	56205	2833
1904	56212	2803
1905	56219	2772
1906	56224	2741
1907	56231	2711
1908	56238	2680
1909	56245	2650
1910	56254	2619
1911	56261	2589
1912	56272	2559
1913	56278	2528
1914	56293	2498
1915	56310	2468
1916	56323	2438
1917	56334	2408
1918	56341	2378
1919	56356	2348
1920	56377	2318
1921	56405	2289
1922	56415	2258
1923	56481	2231
1924	56529	2202
1925	56541	2172
1926	56695	2147
1927	56699	2117
1928	56705	2087
1929	56709	2056
1930	56714	2026
1931	56725	1996
1932	56732	1966
1933	56743	1936
1934	56760	1906
1935	56765	1876
1936	56826	1848
1937	56848	1818
1938	56858	1788
1939	56865	1758
1940	56877	1728
1941	56957	1701
1942	56983	1671
1943	57030	1642
1944	57045	1613
1945	57061	1583
1946	57066	1553
1947	57176	1526
1948	57181	1496
1949	57267	1468
1950	57325	1439
1951	57381	1411
1952	57392	1381
1953	57398	1351
1954	57412	1321
1955	57427	1291
1956	57435	1261
1957	57461	1232
1958	57489	1203
1959	57535	1174
1960	57541	1144
1961	57548	1114
1962	57560	1084
1963	57579	1055
1964	57621	1026
1965	57628	996
1966	57638	966
1967	57659	937
1968	57874	911
1969	57901	881
1970	57908	852
1971	57912	822
1972	57918	792
1973	57924	762
1974	57928	733
1975	57943	703
1976	57954	674
1977	57959	644
1978	57977	615
1979	58041	586
1980	58066	556
1981	58081	527
1982	58146	498
1983	58175	469
1984	58191	439
1985	58199	410
1986	58226	380
1987	58231	351
1988	58236	322
1989	58256	292
1990	58263	263
1991	58268	234
1992	58275	204
1993	58293	175
1994	58305	146
1995	58317	116
1996	58326	87
1997	58339	58
1998	58348	29
1999	58357	0
